Image,Expert01,Expert02
qc_099_S_4498_20120315_redskull_bison,Fail,Fail
qc_099_S_4498_20120613_redskull_bison,Pass,Fail
qc_099_S_4498_20121016_redskull_bison,Fail,Fail
qc_099_S_4498_20130225_redskull_bison,,Fail
qc_099_S_4565_20120327_redskull_bison,Pass,Pass
qc_099_S_4565_20120619_redskull_bison,Pass,Pass
qc_099_S_4565_20121017_redskull_bison,,Pass
qc_099_S_4565_20130226_redskull_bison,,Pass
qc_099_S_4994_20121203_redskull_bison,,Fail
qc_099_S_4994_20130225_redskull_bison,,Fail
qc_100_S_0069_20140128_redskull_bison,Fail,Fail
qc_100_S_0296_20060403_redskull_bison,,Fail
qc_100_S_0296_20140424_redskull_bison,,Fail
qc_100_S_1286_20140220_redskull_bison,,Pass
qc_100_S_2351_20110513_redskull_bison,,Fail
qc_100_S_4469_20120308_redskull_bison,Pass,Pass
qc_100_S_4469_20120612_redskull_bison,Pass,Pass
qc_100_S_4469_20130411_redskull_bison,Pass,Pass
qc_100_S_4469_20140416_redskull_bison,Pass,Pass
qc_100_S_4511_20120309_redskull_bison,,Fail
qc_100_S_4512_20120418_redskull_bison,,Pass
qc_100_S_4512_20120720_redskull_bison,,Pass
qc_100_S_4512_20121106_redskull_bison,Pass,Pass
qc_100_S_4512_20130617_redskull_bison,,Pass
qc_100_S_4512_20140429_redskull_bison,,Pass
qc_100_S_4556_20120426_redskull_bison,,Fail
qc_100_S_4556_20120716_redskull_bison,,Fail
qc_100_S_4556_20121126_redskull_bison,Fail,Fail
qc_100_S_4556_20130606_redskull_bison,,Fail
qc_100_S_4556_20140506_redskull_bison,,Fail
qc_100_S_4884_20130206_redskull_bison,,Fail
qc_100_S_5075_20130305_redskull_bison,,Fail
qc_100_S_5091_20130306_redskull_bison,,Fail
qc_100_S_5091_20150522_redskull_bison,,Fail
qc_100_S_5096_20130328_redskull_bison,Fail,Fail
qc_100_S_5096_20140616_redskull_bison,,Fail
qc_100_S_5096_20150615_redskull_bison,,Fail
qc_100_S_5102_20130329_redskull_bison,Pass,Pass
qc_100_S_5102_20150529_redskull_bison,,Pass
qc_100_S_5106_20130422_redskull_bison,,Fail
qc_100_S_5246_20130820_redskull_bison,Pass,Pass
qc_100_S_5280_20130816_redskull_bison,Fail,Fail
qc_109_S_0777_20060907_redskull_bison,,Pass
qc_109_S_0840_20060907_redskull_bison,,Pass
qc_109_S_0876_20060919_redskull_bison,,Fail
qc_109_S_0950_20061025_redskull_bison,,Pass
qc_109_S_0950_20070619_redskull_bison,,Pass
qc_109_S_0950_20071217_redskull_bison,,Pass
qc_109_S_0950_20080715_redskull_bison,,Pass
qc_109_S_0950_20081203_redskull_bison,,Pass
qc_109_S_0967_20061023_redskull_bison,,Pass
qc_109_S_0967_20070619_redskull_bison,,Pass
qc_109_S_0967_20071217_redskull_bison,,Pass
qc_109_S_0967_20081203_redskull_bison,,Pass
qc_109_S_1013_20061108_redskull_bison,,Fail
qc_109_S_1013_20070620_redskull_bison,,Fail
qc_109_S_1014_20061228_redskull_bison,,Pass
qc_109_S_1014_20070815_redskull_bison,,Pass
qc_109_S_1014_20080414_redskull_bison,,Pass
qc_109_S_1114_20061227_redskull_bison,,Pass
qc_109_S_1114_20070723_redskull_bison,,Pass
qc_109_S_1114_20080125_redskull_bison,,Pass
qc_109_S_1114_20080715_redskull_bison,,Pass
qc_109_S_1114_20090115_redskull_bison,,Pass
qc_109_S_1157_20070103_redskull_bison,,Fail
qc_109_S_1157_20070713_redskull_bison,,Fail
qc_109_S_1157_20080123_redskull_bison,,Fail
qc_109_S_1157_20090114_redskull_bison,,Fail
qc_109_S_1183_20070103_redskull_bison,,Pass
qc_109_S_1183_20070720_redskull_bison,,Pass
qc_109_S_1183_20080125_redskull_bison,,Pass
qc_109_S_1183_20080716_redskull_bison,,Pass
qc_109_S_1183_20090114_redskull_bison,,Pass
qc_109_S_1192_20070111_redskull_bison,,Pass
qc_109_S_1343_20070320_redskull_bison,,Fail
qc_109_S_1343_20071017_redskull_bison,,Pass
qc_109_S_1343_20080418_redskull_bison,,Fail
qc_114_S_0166_20060210_redskull_bison,,Pass
qc_114_S_0166_20060823_redskull_bison,,Fail
qc_114_S_0166_20070226_redskull_bison,,Fail
qc_114_S_0166_20080218_redskull_bison,,Fail
qc_114_S_0166_20090303_redskull_bison,,Pass
qc_114_S_0166_20110509_redskull_bison,,Fail
qc_114_S_0166_20120301_redskull_bison,,Fail
qc_114_S_0166_20130219_redskull_bison,,Fail
qc_114_S_0166_20140206_redskull_bison,,Fail
qc_114_S_0166_20150310_redskull_bison,,Fail
qc_114_S_0173_20060210_redskull_bison,,Fail
qc_114_S_0173_20060908_redskull_bison,,Pass
qc_114_S_0173_20070227_redskull_bison,,Pass
qc_114_S_0173_20080214_redskull_bison,,Fail
qc_114_S_0173_20090302_redskull_bison,,Pass
qc_114_S_0173_20120301_redskull_bison,,Fail
qc_114_S_0173_20130219_redskull_bison,,Fail
qc_114_S_0173_20140211_redskull_bison,,Fail
qc_114_S_0228_20060216_redskull_bison,,Fail
qc_114_S_0374_20060410_redskull_bison,,Pass
qc_114_S_0374_20061005_redskull_bison,,Pass
qc_114_S_0374_20070420_redskull_bison,,Pass
qc_114_S_0374_20080702_redskull_bison,,Pass
qc_114_S_0378_20060404_redskull_bison,,Pass
qc_114_S_0378_20061026_redskull_bison,,Pass
qc_114_S_0378_20070511_redskull_bison,,Pass
qc_114_S_0378_20071102_redskull_bison,,Pass
qc_114_S_0378_20080618_redskull_bison,,Pass
qc_114_S_0378_20090427_redskull_bison,,Pass
qc_114_S_0378_20111206_redskull_bison,,Fail
qc_114_S_0378_20121220_redskull_bison,,Fail
qc_114_S_0378_20131218_redskull_bison,,Fail
qc_114_S_0410_20060418_redskull_bison,,Pass
qc_114_S_0410_20061129_redskull_bison,,Pass
qc_114_S_0410_20070423_redskull_bison,,Fail
qc_114_S_0410_20071101_redskull_bison,,Fail
qc_114_S_0416_20060420_redskull_bison,,Pass
qc_114_S_0416_20061101_redskull_bison,,Pass
qc_114_S_0416_20070502_redskull_bison,,Fail
qc_114_S_0416_20080422_redskull_bison,,Pass
qc_114_S_0416_20090729_redskull_bison,,Fail
qc_114_S_0416_20120220_redskull_bison,,Fail
qc_114_S_0416_20130108_redskull_bison,,Fail
qc_114_S_0416_20131204_redskull_bison,,Fail
qc_114_S_0458_20060509_redskull_bison,,Pass
qc_114_S_0458_20061127_redskull_bison,,Pass
qc_114_S_0458_20070614_redskull_bison,,Fail
qc_114_S_0458_20071204_redskull_bison,,Pass
qc_114_S_0601_20060605_redskull_bison,,Pass
qc_114_S_0601_20061211_redskull_bison,,Pass
qc_114_S_0601_20070712_redskull_bison,,Pass
qc_114_S_0601_20080711_redskull_bison,,Pass
qc_114_S_0601_20090615_redskull_bison,,Pass
qc_114_S_0979_20061101_redskull_bison,,Fail
qc_114_S_0979_20070529_redskull_bison,,Fail
qc_114_S_0979_20071130_redskull_bison,,Fail
qc_114_S_0979_20081124_redskull_bison,,Fail
qc_114_S_1103_20061130_redskull_bison,,Fail
qc_114_S_1103_20070703_redskull_bison,,Fail
qc_114_S_1103_20080115_redskull_bison,,Fail
qc_114_S_1103_20080716_redskull_bison,,Fail
qc_114_S_1106_20061121_redskull_bison,,Fail
qc_114_S_1106_20070607_redskull_bison,,Pass
qc_114_S_1106_20071218_redskull_bison,,Fail
qc_114_S_1106_20080623_redskull_bison,,Fail
qc_114_S_1106_20081201_redskull_bison,,Fail
qc_114_S_1106_20091228_redskull_bison,,Pass
qc_114_S_1106_20111220_redskull_bison,,Fail
qc_114_S_1106_20121206_redskull_bison,,Fail
qc_114_S_1106_20131210_redskull_bison,,Fail
qc_114_S_1118_20061208_redskull_bison,,Fail
qc_114_S_1118_20070711_redskull_bison,,Fail
qc_114_S_1118_20080115_redskull_bison,,Fail
qc_114_S_1118_20080627_redskull_bison,,Fail
qc_114_S_1118_20081215_redskull_bison,,Fail
qc_114_S_1118_20100106_redskull_bison,,Fail
qc_114_S_1118_20120224_redskull_bison,,Fail
qc_114_S_1118_20130129_redskull_bison,,Fail
qc_114_S_1118_20140204_redskull_bison,,Fail
qc_114_S_2392_20110621_redskull_bison,Pass,Pass
qc_114_S_2392_20111118_redskull_bison,Pass,Pass
qc_114_S_2392_20120206_redskull_bison,Pass,Pass
qc_114_S_2392_20120817_redskull_bison,,Fail
qc_114_S_2392_20130808_redskull_bison,,Fail
qc_114_S_2392_20150702_redskull_bison,Fail,Fail
qc_114_S_4379_20111207_redskull_bison,,Pass
qc_114_S_4379_20120503_redskull_bison,,Pass
qc_114_S_4379_20121109_redskull_bison,Pass,Pass
qc_114_S_4379_20130426_redskull_bison,,Pass
qc_114_S_4404_20120120_redskull_bison,,Fail
qc_114_S_4404_20120413_redskull_bison,Fail,Fail
qc_114_S_4404_20120802_redskull_bison,Fail,Fail
qc_114_S_4404_20130121_redskull_bison,Fail,Fail
qc_114_S_4404_20140123_redskull_bison,Fail,Fail
qc_114_S_5047_20121207_redskull_bison,,Pass
qc_114_S_5047_20130305_redskull_bison,,Fail
qc_114_S_5047_20130624_redskull_bison,,Fail
qc_114_S_5047_20140103_redskull_bison,,Pass
qc_114_S_5047_20141229_redskull_bison,,Pass
qc_114_S_5234_20130627_redskull_bison,Pass,Pass
qc_114_S_5234_20130926_redskull_bison,,Pass
qc_114_S_5234_20150721_redskull_bison,,Pass
qc_116_S_0360_20060502_redskull_bison,,Fail
qc_116_S_0361_20060427_redskull_bison,,Fail
qc_116_S_0361_20061026_redskull_bison,,Fail
qc_116_S_0361_20070510_redskull_bison,,Fail
qc_116_S_0361_20071101_redskull_bison,,Fail
qc_116_S_0361_20080424_redskull_bison,,Fail
qc_116_S_0361_20090429_redskull_bison,,Fail
qc_116_S_0361_20100504_redskull_bison,,Fail
qc_116_S_0361_20110520_redskull_bison,,Fail
qc_116_S_0361_20120605_redskull_bison,,Fail
qc_116_S_0361_20130509_redskull_bison,,Fail
qc_116_S_0361_20150518_redskull_bison,,Fail
qc_116_S_0370_20060424_redskull_bison,,Pass
qc_116_S_0370_20061113_redskull_bison,,Pass
qc_116_S_0370_20070514_redskull_bison,,Pass
qc_116_S_0370_20080508_redskull_bison,,Pass
qc_116_S_0382_20060515_redskull_bison,,Pass
qc_116_S_0382_20060613_redskull_bison,,Pass
qc_116_S_0382_20061130_redskull_bison,,Pass
qc_116_S_0382_20070613_redskull_bison,,Pass
qc_116_S_0382_20070621_redskull_bison,,Pass
qc_116_S_0382_20080528_redskull_bison,,Pass
qc_116_S_0382_20090612_redskull_bison,,Pass
qc_116_S_0382_20100818_redskull_bison,,Pass
qc_116_S_0382_20110616_redskull_bison,,Pass
qc_116_S_0382_20120629_redskull_bison,,Pass
qc_116_S_0382_20130603_redskull_bison,,Pass
qc_116_S_0382_20150518_redskull_bison,,Fail
qc_116_S_0392_20060605_redskull_bison,,Fail
qc_116_S_0392_20060626_redskull_bison,Fail,Fail
qc_116_S_0392_20080606_redskull_bison,,Fail
qc_116_S_0487_20060601_redskull_bison,,Fail
qc_116_S_0487_20060810_redskull_bison,,Fail
qc_116_S_0487_20061222_redskull_bison,,Fail
qc_116_S_0487_20070618_redskull_bison,,Fail
qc_116_S_0487_20080606_redskull_bison,,Fail
qc_116_S_0648_20060803_redskull_bison,,Pass
qc_116_S_0648_20070215_redskull_bison,,Pass
qc_116_S_0648_20070726_redskull_bison,,Pass
qc_116_S_0648_20080730_redskull_bison,,Pass
qc_116_S_0648_20090812_redskull_bison,,Pass
qc_116_S_0649_20060724_redskull_bison,,Pass
qc_116_S_0649_20060908_redskull_bison,,Pass
qc_116_S_0649_20070221_redskull_bison,,Pass
qc_116_S_0649_20080207_redskull_bison,,Pass
qc_116_S_0649_20080730_redskull_bison,,Pass
qc_116_S_0649_20090814_redskull_bison,,Pass
qc_116_S_0657_20060824_redskull_bison,,Pass
qc_116_S_0657_20070309_redskull_bison,,Fail
qc_116_S_0657_20070829_redskull_bison,,Pass
qc_116_S_0657_20080916_redskull_bison,,Pass
qc_116_S_0657_20090922_redskull_bison,,Fail
qc_116_S_0657_20101001_redskull_bison,,Fail
qc_116_S_0752_20060816_redskull_bison,,Fail
qc_116_S_0752_20060908_redskull_bison,,Fail
qc_116_S_0752_20070216_redskull_bison,,Fail
qc_116_S_0752_20070808_redskull_bison,,Fail
qc_116_S_0752_20080219_redskull_bison,,Fail
qc_116_S_0752_20080826_redskull_bison,,Fail
qc_116_S_0752_20090903_redskull_bison,,Fail
qc_116_S_0752_20100826_redskull_bison,,Fail
qc_116_S_0752_20110901_redskull_bison,,Fail
qc_116_S_0752_20120911_redskull_bison,,Fail
qc_116_S_0834_20060929_redskull_bison,,Pass
qc_116_S_0834_20070426_redskull_bison,,Pass
qc_116_S_0834_20071127_redskull_bison,,Pass
qc_116_S_0834_20080423_redskull_bison,,Pass
qc_116_S_0834_20081017_redskull_bison,,Pass
qc_116_S_0834_20091109_redskull_bison,,Pass
qc_116_S_0834_20101103_redskull_bison,,Pass
qc_116_S_0890_20070122_redskull_bison,,Fail
qc_116_S_0890_20070803_redskull_bison,,Fail
qc_116_S_1083_20061109_redskull_bison,,Fail
qc_116_S_1083_20061221_redskull_bison,Fail,Fail
qc_116_S_1083_20070525_redskull_bison,,Fail
qc_116_S_1232_20070124_redskull_bison,,Pass
qc_116_S_1232_20070223_redskull_bison,Pass,Pass
qc_116_S_1232_20070801_redskull_bison,,Pass
qc_116_S_1232_20080130_redskull_bison,,Pass
qc_116_S_1232_20090205_redskull_bison,,Pass
qc_116_S_1232_20100211_redskull_bison,,Pass
qc_116_S_1232_20110225_redskull_bison,,Pass
qc_116_S_1232_20120210_redskull_bison,,Pass
qc_116_S_1232_20130212_redskull_bison,,Pass
qc_116_S_1232_20140227_redskull_bison,,Pass
qc_116_S_1243_20070207_redskull_bison,,Pass
qc_116_S_1243_20070906_redskull_bison,,Pass
qc_116_S_1243_20080215_redskull_bison,,Pass
qc_116_S_1243_20080822_redskull_bison,,Pass
qc_116_S_1243_20090305_redskull_bison,,Pass
qc_116_S_1243_20100225_redskull_bison,,Pass
qc_116_S_1243_20110308_redskull_bison,,Pass
qc_116_S_1243_20120308_redskull_bison,,Pass
qc_116_S_1249_20070207_redskull_bison,,Fail
qc_116_S_1249_20070301_redskull_bison,,Fail
qc_116_S_1249_20070822_redskull_bison,,Fail
qc_116_S_1249_20090204_redskull_bison,,Fail
qc_116_S_1249_20100204_redskull_bison,,Fail
qc_116_S_1249_20110302_redskull_bison,,Fail
qc_116_S_1249_20120216_redskull_bison,,Fail
qc_116_S_1249_20130220_redskull_bison,,Fail
qc_116_S_1249_20140220_redskull_bison,,Fail
qc_116_S_1271_20070221_redskull_bison,,Fail
qc_116_S_1271_20070905_redskull_bison,,Pass
qc_116_S_1271_20080310_redskull_bison,,Fail
qc_116_S_1271_20080917_redskull_bison,,Pass
qc_116_S_1271_20090317_redskull_bison,,Fail
qc_116_S_1271_20100301_redskull_bison,,Fail
qc_116_S_1271_20110404_redskull_bison,,Pass
qc_116_S_1271_20120312_redskull_bison,,Fail
qc_116_S_1315_20070308_redskull_bison,,Pass
qc_116_S_1315_20070921_redskull_bison,,Fail
qc_116_S_1315_20080321_redskull_bison,,Pass
qc_116_S_1315_20080909_redskull_bison,,Fail
qc_116_S_1315_20090416_redskull_bison,,Fail
qc_116_S_1315_20100401_redskull_bison,,Fail
qc_116_S_2270_20110112_redskull_bison,Pass,Pass
qc_116_S_4010_20110331_redskull_bison,Pass,Pass
qc_116_S_4010_20110630_redskull_bison,,Pass
qc_116_S_4010_20111017_redskull_bison,Pass,Pass
qc_116_S_4010_20120418_redskull_bison,,Pass
qc_116_S_4010_20140410_redskull_bison,,Pass
qc_116_S_4043_20110517_redskull_bison,Fail,Fail
qc_116_S_4043_20110808_redskull_bison,,Fail
qc_116_S_4043_20111209_redskull_bison,,Fail
qc_116_S_4043_20120508_redskull_bison,Fail,Fail
qc_116_S_4043_20130611_redskull_bison,Fail,Fail
qc_116_S_4043_20150521_redskull_bison,,Fail
qc_116_S_4092_20110624_redskull_bison,,Fail
qc_116_S_4092_20110921_redskull_bison,Pass,Fail
qc_116_S_4092_20120113_redskull_bison,,Fail
qc_116_S_4092_20120724_redskull_bison,,Pass
qc_116_S_4092_20130722_redskull_bison,,Pass
qc_116_S_4092_20150720_redskull_bison,,Fail
qc_116_S_4167_20110810_redskull_bison,Fail,Fail
qc_116_S_4167_20111109_redskull_bison,Pass,Pass
qc_116_S_4167_20120217_redskull_bison,,Fail
qc_116_S_4167_20120829_redskull_bison,,Pass
qc_116_S_4167_20130822_redskull_bison,,Fail
qc_116_S_4175_20110815_redskull_bison,,Fail
qc_116_S_4175_20111114_redskull_bison,,Pass
qc_116_S_4175_20120229_redskull_bison,,Fail
qc_116_S_4175_20120803_redskull_bison,,Pass
qc_116_S_4175_20131205_redskull_bison,Fail,Fail
qc_116_S_4195_20110831_redskull_bison,,Fail
qc_116_S_4195_20111209_redskull_bison,Fail,Fail
qc_116_S_4195_20120320_redskull_bison,,Fail
qc_116_S_4195_20120917_redskull_bison,Fail,Fail
qc_116_S_4195_20130829_redskull_bison,,Fail
qc_116_S_4199_20110824_redskull_bison,,Fail
qc_116_S_4199_20111123_redskull_bison,,Pass
qc_116_S_4199_20120320_redskull_bison,Pass,Pass
qc_116_S_4199_20120907_redskull_bison,,Pass
qc_116_S_4199_20131016_redskull_bison,Pass,Pass
qc_116_S_4209_20110829_redskull_bison,Fail,Fail
qc_116_S_4209_20111129_redskull_bison,Fail,Fail
qc_116_S_4338_20111102_redskull_bison,Pass,Pass
qc_116_S_4338_20120202_redskull_bison,Fail,Fail
qc_116_S_4338_20120525_redskull_bison,Fail,Fail
qc_116_S_4453_20120118_redskull_bison,,Pass
qc_116_S_4453_20120418_redskull_bison,Pass,Pass
qc_116_S_4453_20120809_redskull_bison,,Pass
qc_116_S_4453_20130116_redskull_bison,,Pass
qc_116_S_4453_20140123_redskull_bison,Pass,Pass
qc_116_S_4483_20120125_redskull_bison,Pass,Pass
qc_116_S_4483_20120502_redskull_bison,,Pass
qc_116_S_4483_20120821_redskull_bison,Pass,Pass
qc_116_S_4483_20130213_redskull_bison,Pass,Pass
qc_116_S_4483_20140211_redskull_bison,Pass,Pass
qc_116_S_4537_20120216_redskull_bison,Fail,Fail
qc_116_S_4625_20120329_redskull_bison,Pass,Pass
qc_116_S_4625_20120628_redskull_bison,,Pass
qc_116_S_4625_20121019_redskull_bison,Pass,Fail
qc_116_S_4625_20130404_redskull_bison,Pass,Pass
qc_116_S_4625_20140425_redskull_bison,,Pass
qc_116_S_4635_20120329_redskull_bison,,Fail
qc_116_S_4635_20120724_redskull_bison,,Fail
qc_116_S_4635_20121015_redskull_bison,Fail,Fail
qc_116_S_4635_20130425_redskull_bison,Fail,Fail
qc_116_S_4635_20140429_redskull_bison,Fail,Fail
qc_116_S_4732_20120531_redskull_bison,Fail,Fail
qc_116_S_4732_20120921_redskull_bison,Fail,Fail
qc_116_S_4732_20121214_redskull_bison,,Pass
qc_116_S_4732_20130620_redskull_bison,,Fail
qc_116_S_4855_20120720_redskull_bison,Fail,Fail
qc_116_S_4855_20121106_redskull_bison,Pass,Pass
qc_116_S_4855_20130219_redskull_bison,,Fail
qc_116_S_4855_20130805_redskull_bison,,Pass
qc_116_S_4898_20120808_redskull_bison,Fail,Fail
qc_116_S_4898_20121107_redskull_bison,,Fail
qc_116_S_4898_20130311_redskull_bison,,Fail
qc_116_S_4898_20130905_redskull_bison,Fail,Fail
qc_116_S_4898_20140819_redskull_bison,Fail,Fail
qc_121_S_0953_20061204_redskull_bison,,Fail
qc_121_S_1322_20070302_redskull_bison,,Pass
qc_121_S_1350_20070309_redskull_bison,,Pass
qc_123_S_0072_20100127_redskull_bison,,Pass
qc_123_S_0072_20110111_redskull_bison,,Pass
qc_123_S_0072_20120110_redskull_bison,,Pass
qc_123_S_0072_20130108_redskull_bison,,Pass
qc_123_S_0072_20140122_redskull_bison,,Pass
qc_123_S_0106_20090120_redskull_bison,,Fail
qc_123_S_0106_20100121_redskull_bison,,Fail
qc_123_S_0106_20110124_redskull_bison,,Fail
qc_123_S_0106_20120125_redskull_bison,,Fail
qc_123_S_0106_20130205_redskull_bison,,Fail
qc_123_S_0106_20140128_redskull_bison,,Fail
qc_123_S_0106_20150204_redskull_bison,,Fail
qc_123_S_0108_20090212_redskull_bison,,Pass
qc_123_S_0108_20100225_redskull_bison,,Pass
qc_123_S_0108_20110215_redskull_bison,,Pass
qc_123_S_0108_20120207_redskull_bison,,Pass
qc_123_S_0113_20090311_redskull_bison,,Pass
qc_123_S_0113_20100408_redskull_bison,,Fail
qc_123_S_0113_20110309_redskull_bison,,Fail
qc_123_S_0113_20120308_redskull_bison,,Fail
qc_123_S_0113_20130305_redskull_bison,,Fail
qc_123_S_0113_20140304_redskull_bison,,Pass
qc_123_S_0298_20090417_redskull_bison,,Pass
qc_123_S_0298_20100419_redskull_bison,,Fail
qc_123_S_0298_20110420_redskull_bison,,Pass
qc_123_S_0298_20120301_redskull_bison,,Pass
qc_123_S_0298_20130424_redskull_bison,,Fail
qc_123_S_0298_20140416_redskull_bison,,Pass
qc_123_S_1300_20090326_redskull_bison,,Fail
qc_123_S_1300_20100331_redskull_bison,,Fail
qc_123_S_1300_20110325_redskull_bison,,Fail
qc_123_S_1300_20120330_redskull_bison,,Fail
qc_123_S_1300_20130320_redskull_bison,,Fail
qc_123_S_1300_20140328_redskull_bison,,Fail
qc_123_S_1300_20150408_redskull_bison,Fail,Fail
qc_123_S_2055_20100819_redskull_bison,,Pass
qc_123_S_2055_20101119_redskull_bison,Pass,Pass
qc_123_S_2055_20110307_redskull_bison,Pass,Pass
qc_123_S_2055_20110920_redskull_bison,Pass,Pass
qc_123_S_2055_20120924_redskull_bison,,Pass
qc_123_S_2055_20130920_redskull_bison,Pass,Pass
qc_123_S_2055_20141014_redskull_bison,,Fail
qc_123_S_2363_20110422_redskull_bison,Pass,Pass
qc_123_S_2363_20110802_redskull_bison,Pass,Pass
qc_123_S_2363_20111115_redskull_bison,,Pass
qc_123_S_2363_20120503_redskull_bison,Pass,Pass
qc_123_S_2363_20130507_redskull_bison,,Pass
qc_123_S_2363_20140501_redskull_bison,,Pass
qc_123_S_4096_20110728_redskull_bison,,Pass
qc_123_S_4096_20111028_redskull_bison,,Pass
qc_123_S_4096_20120208_redskull_bison,Pass,Pass
qc_123_S_4096_20120809_redskull_bison,,Pass
qc_123_S_4127_20110803_redskull_bison,Pass,Pass
qc_123_S_4127_20111114_redskull_bison,,Pass
qc_123_S_4127_20120215_redskull_bison,,Pass
qc_123_S_4127_20120803_redskull_bison,Pass,Pass
qc_123_S_4127_20130926_redskull_bison,,Fail
qc_123_S_4170_20110827_redskull_bison,,Pass
qc_123_S_4170_20111209_redskull_bison,Pass,Pass
qc_123_S_4170_20120309_redskull_bison,Pass,Pass
qc_123_S_4170_20120912_redskull_bison,Pass,Pass
qc_123_S_4170_20131011_redskull_bison,,Pass
qc_123_S_4362_20111128_redskull_bison,Pass,Pass
qc_123_S_4526_20120209_redskull_bison,,Fail
qc_123_S_4526_20120507_redskull_bison,,Fail
qc_123_S_4526_20120814_redskull_bison,Fail,Fail
qc_123_S_4526_20130212_redskull_bison,Fail,Fail
qc_123_S_4526_20140310_redskull_bison,,Fail
qc_123_S_4780_20120621_redskull_bison,Pass,Pass
qc_123_S_4780_20120904_redskull_bison,Pass,Pass
qc_123_S_4780_20121220_redskull_bison,Pass,Pass
qc_123_S_4780_20130731_redskull_bison,Pass,Pass
qc_123_S_4780_20140724_redskull_bison,Pass,Pass
qc_123_S_4806_20120621_redskull_bison,Pass,Pass
qc_123_S_4806_20120921_redskull_bison,,Pass
qc_123_S_4806_20130110_redskull_bison,Pass,Pass
qc_123_S_4806_20140828_redskull_bison,Fail,Fail
qc_123_S_4904_20120906_redskull_bison,,Fail
qc_123_S_4904_20121205_redskull_bison,,Fail
qc_123_S_4904_20130326_redskull_bison,Fail,Fail
qc_123_S_4904_20131010_redskull_bison,,Fail
qc_126_S_0405_20060516_redskull_bison,,Pass
qc_126_S_0405_20060614_redskull_bison,,Pass
qc_126_S_0405_20070105_redskull_bison,Pass,Pass
qc_126_S_0405_20070116_redskull_bison,,Pass
qc_126_S_0506_20060614_redskull_bison,,Fail
qc_126_S_0605_20060615_redskull_bison,,Fail
qc_126_S_0605_20060629_redskull_bison,,Fail
qc_126_S_0605_20080630_redskull_bison,,Fail
qc_126_S_0605_20090616_redskull_bison,,Fail
qc_126_S_0605_20100629_redskull_bison,,Fail
qc_126_S_0606_20060720_redskull_bison,,Fail
qc_126_S_0606_20060814_redskull_bison,,Fail
qc_126_S_0680_20060705_redskull_bison,,Pass
qc_126_S_0680_20070123_redskull_bison,,Pass
qc_126_S_0680_20070723_redskull_bison,,Pass
qc_126_S_0680_20080708_redskull_bison,,Pass
qc_126_S_0680_20090728_redskull_bison,,Pass
qc_126_S_0680_20100721_redskull_bison,,Pass
qc_126_S_0708_20060717_redskull_bison,,Pass
qc_126_S_0708_20070122_redskull_bison,,Pass
qc_126_S_0708_20070724_redskull_bison,Pass,Pass
qc_126_S_0708_20080131_redskull_bison,,Pass
qc_126_S_0708_20080715_redskull_bison,,Pass
qc_126_S_0708_20090723_redskull_bison,,Fail
qc_126_S_0708_20100712_redskull_bison,,Fail
qc_126_S_0709_20060726_redskull_bison,,Pass
qc_126_S_0709_20070214_redskull_bison,,Pass
qc_126_S_0709_20070815_redskull_bison,,Pass
qc_126_S_0709_20080129_redskull_bison,,Pass
qc_126_S_0709_20090817_redskull_bison,,Pass
qc_126_S_0784_20061005_redskull_bison,,Fail
qc_126_S_0784_20070412_redskull_bison,,Fail
qc_126_S_0784_20071009_redskull_bison,,Fail
qc_126_S_0784_20081001_redskull_bison,,Fail
qc_126_S_0865_20061106_redskull_bison,,Pass
qc_126_S_0865_20070528_redskull_bison,,Pass
qc_126_S_0865_20071113_redskull_bison,,Pass
qc_126_S_0865_20080610_redskull_bison,,Pass
qc_126_S_0865_20081118_redskull_bison,,Pass
qc_126_S_0865_20091215_redskull_bison,,Pass
qc_126_S_0891_20060925_redskull_bison,,Pass
qc_126_S_0891_20070416_redskull_bison,,Pass
qc_126_S_0891_20071004_redskull_bison,,Pass
qc_126_S_0891_20080930_redskull_bison,,Pass
qc_126_S_1077_20061206_redskull_bison,,Fail
qc_126_S_1077_20070621_redskull_bison,,Fail
qc_126_S_1077_20080625_redskull_bison,,Fail
qc_126_S_1077_20081208_redskull_bison,,Fail
qc_126_S_1077_20091214_redskull_bison,,Fail
qc_126_S_1187_20070117_redskull_bison,,Fail
qc_126_S_1187_20070813_redskull_bison,,Fail
qc_126_S_1187_20080121_redskull_bison,,Fail
qc_126_S_1187_20080819_redskull_bison,,Fail
qc_126_S_1187_20090129_redskull_bison,,Fail
qc_126_S_1221_20070123_redskull_bison,,Pass
qc_126_S_1221_20070807_redskull_bison,,Pass
qc_126_S_1221_20080128_redskull_bison,,Pass
qc_126_S_1221_20090127_redskull_bison,,Pass
qc_126_S_1340_20070314_redskull_bison,,Pass
qc_126_S_1340_20070402_redskull_bison,Pass,Pass
qc_127_S_0112_20060113_redskull_bison,,Pass
qc_127_S_0112_20060727_redskull_bison,,Pass
qc_127_S_0112_20070205_redskull_bison,,Pass
qc_127_S_0112_20070730_redskull_bison,,Pass
qc_127_S_0112_20080129_redskull_bison,,Pass
qc_127_S_0112_20090128_redskull_bison,,Pass
qc_127_S_0112_20100128_redskull_bison,,Fail
qc_127_S_0112_20110126_redskull_bison,,Pass
qc_127_S_0259_20060313_redskull_bison,,Fail
qc_127_S_0259_20060921_redskull_bison,,Fail
